language,fname,mname,lname,DOB,street,postal_code,city,state,country_code,drivers_license,ss,occupation,phone_home,phone_biz,phone_contact,phone_cell,status,contact_relationship,date,sex,email,email_direct,ethnoracial,race,ethnicity,religion,family_size,monthly_income,homeless,pid,county,sexual_orientation,gender_identity,street_line_2,preferred_name,nationality_country
Español,Paola,Guadalupe,ALBORNOZ,1963-12-04,PARÍS1650,22054,Tijuana,Baja California,MEX,BC593909123,33127379007,Meteorólogo,+52(664)9203171,+52(664)7016467,+52(664)2158222,+52(664)1661353,Separad@,,2010-01-25,Rather not say,zepedamaria-jose@gmail.com,zepedamaria-jose@gmail.com,Mestiza/o,Mestiza/o,Mestiza/o,Sin religión,Cinco,29637,Verdadero,627,Tijuana,"Lesbian, gay or homosexual",Male-to-Female (MTF)/Transgender Female/Trans Woman,CAÑÓN ALTAMIRA GUERRERO,Paola,México
Español,Axel,Pablo,BALAN,1967-02-06,PARÍS1650,22054,Tijuana,Baja California,MEX,BC276695840,08436747359,Operador de máquinas para fabricar productos fotográficos,+52(664)7675497,+52(664)3468587,+52(664)8090156,+52(664)1626118,Separad@,,2024-03-10,Male,rocioocasio@hotmail.com,rocioocasio@hotmail.com,Mestiza/o,Mestiza/o,Mestiza/o,Otras religiones,Tres,29637,Verdadero,628,Tijuana,"Something else, please describe",Female-to-Male (FTM)/Transgender Male/Trans Man,CAÑÓN ALTAMIRA GUERRERO,Axel,México
Español,Antonia,Isabella,TORQUEMADA,1998-03-31,PARÍS1650,22054,Tijuana,Baja California,MEX,BC469133998,43044875110,Conserje,+52(664)4055729,+52(664)9869366,+52(664)3010573,+52(664)1665775,Divorciad@,,2015-07-11,Female,evavillarreal@hotmail.com,evavillarreal@hotmail.com,Mestiza/o,Mestiza/o,Mestiza/o,Sin religión,Cuatro,29637,Verdadero,629,Tijuana,"Something else, please describe","Additional gender category or other, please specify",CAÑÓN ALTAMIRA GUERRERO,Antonia,México
Español,Jesus,Victor,GASCON,1981-12-06,PARÍS1650,22054,Tijuana,Baja California,MEX,BC992651759,72478830325,Trabajador ambulante de servicios,+52(664)6284219,+52(664)1847977,+52(664)8414087,+52(664)5837726,Viud@,,2005-04-21,Rather not say,danielacepeda@yahoo.com,danielacepeda@yahoo.com,Mestiza/o,Mestiza/o,Mestiza/o,Sin adscripción religiosa (creyente),Tres,29637,Verdadero,630,Tijuana,Bisexual,"Genderqueer, neither exclusively male nor female",CAÑÓN ALTAMIRA GUERRERO,Jesus,México
Español,Rosario,Liliana,VAQUERA,1971-04-25,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC841267692,16544086701,Gerente de comercios al por mayor y al por menor,+52(664)5989331,+52(664)5098409,+52(664)9441102,+52(664)4626995,Separad@,,2004-04-29,Female,yenirojas@hotmail.com,yenirojas@hotmail.com,Indígena,Indígena,Indígena,Protestante/Cristiano evangélico,Cinco,29637,Verdadero,631,Tijuana,"Something else, please describe",Male-to-Female (MTF)/Transgender Female/Trans Woman,CAÑÓN DEL PADRE,Liliana,México
Español,Alexa,Angela,WEBER,1960-02-16,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC187859897,58873749004,Limpiador y asistente doméstico,+52(664)9080489,+52(664)6008449,+52(664)5862585,+52(664)3481207,Separad@ legalmente,,2010-10-19,Rather not say,dulce-mariablanco@yahoo.com,dulce-mariablanco@yahoo.com,Caucásica/o,Caucásica/o,Caucásica/o,Católica,Tres,29637,Falso,632,Tijuana,"Something else, please describe",Female-to-Male (FTM)/Transgender Male/Trans Man,CAÑÓN DEL PADRE,Alexa,México
Español,Emiliano,Alejandro,TEJERA,1965-08-18,PARÍS1650,22054,Tijuana,Baja California,MEX,BC047898405,82879080677,Director de empresas de construcción,+52(664)9669136,+52(664)5057034,+52(664)2553717,+52(664)7987358,Casad@,,2019-12-09,Male,danielcardona@hotmail.com,danielcardona@hotmail.com,Indígena,Indígena,Indígena,Sin adscripción religiosa (creyente),Cuatro,29637,Verdadero,633,Tijuana,"Something else, please describe",Identifies as Female,CAÑÓN ALTAMIRA GUERRERO,Emiliano,México
Español,Danna,Victoria,COBIAN,1978-02-20,PARÍS1650,22054,Tijuana,Baja California,MEX,BC687720431,53421191015,Técnico en asistencia al usuario de tecnología de la información y las comunicaciones,+52(664)1654676,+52(664)1321279,+52(664)1040965,+52(664)3471089,Viud@,,2005-01-31,Female,paeznelly@gmail.com,paeznelly@gmail.com,Caucásica/o,Caucásica/o,Caucásica/o,Otras religiones,Cinco,29637,Falso,634,Tijuana,Straight or heterosexual,"Genderqueer, neither exclusively male nor female",CAÑÓN ALTAMIRA GUERRERO,Victoria,México
Español,Alonso,Antonio,MELGAREJO,1961-09-06,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC829525605,60177216219,Gerente de comercios al por mayor y al por menor,+52(664)5188982,+52(664)3312503,+52(664)5633736,+52(664)1590305,Divorciad@,,2007-01-06,Rather not say,cuellareugenia@gmail.com,cuellareugenia@gmail.com,Afrodescendiente,Afrodescendiente,Afrodescendiente,Sin adscripción religiosa (creyente),Cinco,29637,Verdadero,635,Tijuana,Straight or heterosexual,"Genderqueer, neither exclusively male nor female",CAÑÓN DEL PADRE,Alonso,México
Español,Jesus,Lorenzo,COCIO,1968-03-19,PARÍS1650,22054,Tijuana,Baja California,MEX,BC848621325,45491918012,Sociólogo,+52(664)9530661,+52(664)9000897,+52(664)1970700,+52(664)4649361,Separad@ legalmente,,2010-12-09,Male,dvalenzuela@hotmail.com,dvalenzuela@hotmail.com,Afrodescendiente,Afrodescendiente,Afrodescendiente,Protestante/Cristiano evangélico,Tres,29637,Falso,636,Tijuana,Bisexual,Identifies as Male,CAÑÓN ALTAMIRA GUERRERO,Jesus,México
Español,Francisco,Jesus,ANONALES,1958-03-13,PARÍS1650,22054,Tijuana,Baja California,MEX,BC836778803,81385599410,Ayudante de ambulancia,+52(664)8423497,+52(664)8034332,+52(664)7102677,+52(664)2635595,Solter@,,2005-11-13,Male,ballesterosvicente@yahoo.com,ballesterosvicente@yahoo.com,Afrodescendiente,Afrodescendiente,Afrodescendiente,Católica,Tres,29637,Falso,637,Tijuana,"Something else, please describe","Additional gender category or other, please specify",CAÑÓN ALTAMIRA GUERRERO,Jesus,México
Español,Samantha,Samadhi,SOLORIO,1956-01-06,PARÍS1650,22054,Tijuana,Baja California,MEX,BC950914126,67121739873,Ensamblador de equipos electrónicos,+52(664)3312319,+52(664)4849007,+52(664)5885996,+52(664)9563428,Casad@,,2010-05-01,Rather not say,celia93@yahoo.com,celia93@yahoo.com,Mestiza/o,Mestiza/o,Mestiza/o,Otras religiones,Cuatro,29637,Falso,638,Tijuana,"Lesbian, gay or homosexual",Identifies as Male,CAÑÓN ALTAMIRA GUERRERO,Samantha,México
Español,Briana,Alexa,BELMAR,1945-07-19,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC302951149,91504295436,Pulidor de metales y afilador de herramientas,+52(664)3864334,+52(664)7431007,+52(664)4799508,+52(664)2195560,Viud@,,2017-02-21,Female,riojassoledad@yahoo.com,riojassoledad@yahoo.com,Caucásica/o,Caucásica/o,Caucásica/o,Sin adscripción religiosa (creyente),Tres,29637,Verdadero,639,Tijuana,"Lesbian, gay or homosexual",Male-to-Female (MTF)/Transgender Female/Trans Woman,CAÑÓN DEL PADRE,Alexa,México
Español,Liam,Jose,TETUMO,1945-05-13,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC249009823,39336454416,Profesor de universidades y de la enseñanza superior,+52(664)6214317,+52(664)3439682,+52(664)6982847,+52(664)7172181,Separad@ legalmente,,2018-08-25,Male,german45@yahoo.com,german45@yahoo.com,Afrodescendiente,Afrodescendiente,Afrodescendiente,Sin religión,Cuatro,29637,Verdadero,640,Tijuana,Bisexual,Male-to-Female (MTF)/Transgender Female/Trans Woman,CAÑÓN DEL PADRE,Liam,México
Español,Gloria,Regina,PETO,1997-05-15,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC412886006,94412681598,Supervisor de industria manufacturera,+52(664)5281464,+52(664)7894538,+52(664)5932885,+52(664)1530619,UniÃ³n libre,,2005-01-28,Female,pablo18@gmail.com,pablo18@gmail.com,Indígena,Indígena,Indígena,Católica,Cuatro,29637,Verdadero,641,Tijuana,"Something else, please describe",Male-to-Female (MTF)/Transgender Female/Trans Woman,CAÑÓN DEL PADRE,Regina,México
Español,Renata,Nayeli,GAETA,1964-09-13,PARÍS1650,22054,Tijuana,Baja California,MEX,BC829384676,32126131401,Ingeniero metalúrgico,+52(664)3873748,+52(664)3721144,+52(664)5609869,+52(664)6462762,UniÃ³n libre,,2017-10-14,Rather not say,natalia87@gmail.com,natalia87@gmail.com,Mestiza/o,Mestiza/o,Mestiza/o,Protestante/Cristiano evangélico,Tres,29637,Verdadero,642,Tijuana,"Lesbian, gay or homosexual","Genderqueer, neither exclusively male nor female",CAÑÓN ALTAMIRA GUERRERO,Nayeli,México
Español,Mateo,Alexander,NATERAS,1954-04-11,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC247201396,55317895849,Empleado de ventanillas de informaciones,+52(664)3935427,+52(664)8501304,+52(664)7756468,+52(664)6139433,UniÃ³n libre,,2010-12-10,Rather not say,nbrito@gmail.com,nbrito@gmail.com,Mestiza/o,Mestiza/o,Mestiza/o,Católica,Cinco,29637,Falso,643,Tijuana,Straight or heterosexual,Identifies as Female,CAÑÓN DEL PADRE,Mateo,México
Español,Emma,Melina,HERALDEZ,1996-08-31,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC958561918,71390074061,Trabajador de explotaciones de acuicultura,+52(664)7575364,+52(664)3586801,+52(664)1782469,+52(664)4662644,Viud@,,2007-07-28,Female,salvador04@hotmail.com,salvador04@hotmail.com,Caucásica/o,Caucásica/o,Caucásica/o,Católica,Cuatro,29637,Falso,644,Tijuana,Straight or heterosexual,"Genderqueer, neither exclusively male nor female",CAÑÓN DEL PADRE,Melina,México
Español,Jose,Roberto,TRIANA,1985-06-13,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC509932837,11852767166,Analista de sistemas,+52(664)6435842,+52(664)3131799,+52(664)5300609,+52(664)5645052,UniÃ³n libre,,2022-07-03,Rather not say,carolina59@gmail.com,carolina59@gmail.com,Indígena,Indígena,Indígena,Sin religión,Tres,29637,Verdadero,645,Tijuana,"Something else, please describe",Identifies as Male,CAÑÓN DEL PADRE,Jose,México
Español,Alexander,Emilio,XULUC,1967-08-18,PARÍS1650,22054,Tijuana,Baja California,MEX,BC975152389,36008471074,Arquitecto,+52(664)2028004,+52(664)4240141,+52(664)2667113,+52(664)9979898,Viud@,,2007-09-22,Rather not say,munguiaenrique@yahoo.com,munguiaenrique@yahoo.com,Afrodescendiente,Afrodescendiente,Afrodescendiente,Sin religión,Cuatro,29637,Verdadero,646,Tijuana,Straight or heterosexual,Male-to-Female (MTF)/Transgender Female/Trans Woman,CAÑÓN ALTAMIRA GUERRERO,Emilio,México
Español,Evelyn,Alison,MORO,1950-07-22,PARÍS1650,22054,Tijuana,Baja California,MEX,BC681910707,32818767694,Trabajador ambulante de servicios,+52(664)9103759,+52(664)2141852,+52(664)6005436,+52(664)7514717,Separad@,,2003-05-31,Female,duranlucas@gmail.com,duranlucas@gmail.com,Afrodescendiente,Afrodescendiente,Afrodescendiente,Sin religión,Cuatro,29637,Verdadero,647,Tijuana,"Something else, please describe","Genderqueer, neither exclusively male nor female",CAÑÓN ALTAMIRA GUERRERO,Evelyn,México
Español,Eduardo,Osvaldo,CERINO,1964-07-26,PARÍS1650,22054,Tijuana,Baja California,MEX,BC363580331,91298683888,Orfebre,+52(664)5250281,+52(664)5871205,+52(664)3942573,+52(664)1753454,Divorciad@,,2015-12-02,Rather not say,rolando84@gmail.com,rolando84@gmail.com,Afrodescendiente,Afrodescendiente,Afrodescendiente,Sin adscripción religiosa (creyente),Tres,29637,Verdadero,648,Tijuana,"Something else, please describe",Identifies as Male,CAÑÓN ALTAMIRA GUERRERO,Eduardo,México
Español,Maribel,Montserrat,MARGARITO,1967-09-08,PARÍS1650,22054,Tijuana,Baja California,MEX,BC023994981,73462216281,Profesional de nivel medio de medicina tradicional y alternativa,+52(664)2072144,+52(664)5765838,+52(664)8231055,+52(664)1571276,Casad@,,2024-09-14,Female,daparicio@hotmail.com,daparicio@hotmail.com,Mestiza/o,Mestiza/o,Mestiza/o,Sin religión,Cuatro,29637,Falso,649,Tijuana,Bisexual,Female-to-Male (FTM)/Transgender Male/Trans Man,CAÑÓN ALTAMIRA GUERRERO,Maribel,México
Español,David,Nicolas,PRIETO,1943-11-14,PARÍS1650,22054,Tijuana,Baja California,MEX,BC698587585,32007206645,Inspector de policía,+52(664)3583277,+52(664)2582694,+52(664)2761206,+52(664)4551382,Divorciad@,,2016-08-21,Rather not say,iballesteros@hotmail.com,iballesteros@hotmail.com,Caucásica/o,Caucásica/o,Caucásica/o,Sin adscripción religiosa (creyente),Tres,29637,Falso,650,Tijuana,Straight or heterosexual,Identifies as Female,CAÑÓN ALTAMIRA GUERRERO,Nicolas,México
Español,Brayan,Diego,PIMENTEL,1999-06-30,PARÍS1650,22054,Tijuana,Baja California,MEX,BC293854645,84987694951,Fabricante de instrumentos musicales,+52(664)4238322,+52(664)6915576,+52(664)8468867,+52(664)2555011,UniÃ³n libre,,2013-04-22,Rather not say,maytefajardo@hotmail.com,maytefajardo@hotmail.com,Caucásica/o,Caucásica/o,Caucásica/o,Sin adscripción religiosa (creyente),Cinco,29637,Verdadero,651,Tijuana,Bisexual,"Genderqueer, neither exclusively male nor female",CAÑÓN ALTAMIRA GUERRERO,Brayan,México
Español,Iker,Alex,PARRILLA,1966-05-14,PARÍS1650,22054,Tijuana,Baja California,MEX,BC159743802,22138968734,Psicólogo,+52(664)7856737,+52(664)9712528,+52(664)8992319,+52(664)6578874,UniÃ³n libre,,2008-05-25,Rather not say,cordovaluisa@hotmail.com,cordovaluisa@hotmail.com,Indígena,Indígena,Indígena,Protestante/Cristiano evangélico,Cinco,29637,Verdadero,652,Tijuana,Bisexual,Identifies as Male,CAÑÓN ALTAMIRA GUERRERO,Alex,México
Español,Maribel,Mia,TLATILPA,1977-08-24,PARÍS1650,22054,Tijuana,Baja California,MEX,BC139522000,36711635122,Supervisor de industria manufacturera,+52(664)2296683,+52(664)5436425,+52(664)2145300,+52(664)2599732,Casad@,,2021-07-27,Female,carreoneugenio@hotmail.com,carreoneugenio@hotmail.com,Mestiza/o,Mestiza/o,Mestiza/o,Sin religión,Cinco,29637,Falso,653,Tijuana,Straight or heterosexual,Identifies as Male,CAÑÓN ALTAMIRA GUERRERO,Mia,México
Español,Santiago,Alejandro,VALLEJO,1995-07-26,PARÍS1650,22054,Tijuana,Baja California,MEX,BC803195373,01224219673,"Limpiador y asistente de oficinas, hoteles y otros establecimientos",+52(664)7583823,+52(664)1759663,+52(664)9022091,+52(664)1384730,Separad@ legalmente,,2005-02-23,Male,maria-teresabarajas@yahoo.com,maria-teresabarajas@yahoo.com,Mestiza/o,Mestiza/o,Mestiza/o,Otras religiones,Tres,29637,Falso,654,Tijuana,Bisexual,Identifies as Male,CAÑÓN ALTAMIRA GUERRERO,Alejandro,México
Español,Rosalinda,Samadhi,MENES,1985-08-04,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC040298277,09389662033,Médico general,+52(664)9201233,+52(664)6584064,+52(664)2611596,+52(664)2733340,Separad@ legalmente,,2015-10-06,Female,rufinorobles@hotmail.com,rufinorobles@hotmail.com,Mestiza/o,Mestiza/o,Mestiza/o,Sin adscripción religiosa (creyente),Cinco,29637,Falso,655,Tijuana,"Lesbian, gay or homosexual",Female-to-Male (FTM)/Transgender Male/Trans Man,CAÑÓN DEL PADRE,Samadhi,México
Español,Sofia,Michelle,OLIVAR,2004-03-24,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC952622859,22227019407,Operador de máquinas de vapor y calderas,+52(664)9061811,+52(664)4645273,+52(664)9003807,+52(664)7810214,UniÃ³n libre,,2013-04-12,Rather not say,elerma@hotmail.com,elerma@hotmail.com,Afrodescendiente,Afrodescendiente,Afrodescendiente,Católica,Cuatro,29637,Falso,656,Tijuana,"Lesbian, gay or homosexual",Identifies as Female,CAÑÓN DEL PADRE,Michelle,México
Español,Ana,Maria,SEVILLA,1970-01-28,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC978235796,01511207043,Guardián de prisión,+52(664)6072852,+52(664)7714802,+52(664)3439509,+52(664)2546525,Solter@,,2016-06-01,Female,noemi81@gmail.com,noemi81@gmail.com,Mestiza/o,Mestiza/o,Mestiza/o,Sin religión,Cuatro,29637,Falso,657,Tijuana,Straight or heterosexual,Identifies as Male,CAÑÓN DEL PADRE,Ana,México
Español,Maria,Maria,LARIZ,1999-03-17,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC039250844,78317377261,Recolector de dinero en aparatos de venta automática y lector de medidores,+52(664)5138395,+52(664)1776747,+52(664)8654789,+52(664)8095055,Divorciad@,,2023-08-31,Rather not say,dolorescortez@hotmail.com,dolorescortez@hotmail.com,Indígena,Indígena,Indígena,Otras religiones,Cinco,29637,Verdadero,658,Tijuana,Bisexual,"Genderqueer, neither exclusively male nor female",CAÑÓN DEL PADRE,Maria,México
Español,Alexis,Luis,ALCALDE,1994-04-08,PARÍS1650,22054,Tijuana,Baja California,MEX,BC887177751,52427075511,Bibliotecarios,+52(664)4796197,+52(664)1960299,+52(664)9857071,+52(664)1995525,Casad@,,2015-12-11,Male,adelagodoy@gmail.com,adelagodoy@gmail.com,Caucásica/o,Caucásica/o,Caucásica/o,Otras religiones,Cuatro,29637,Verdadero,659,Tijuana,Straight or heterosexual,Identifies as Male,CAÑÓN ALTAMIRA GUERRERO,Luis,México
Español,Juan,Francisco,DE VELASCO,1971-01-15,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC195959493,53119511722,Profesional de nivel medio de servicios estadísticos o matemáticos,+52(664)9787096,+52(664)2915687,+52(664)1403268,+52(664)1301936,Divorciad@,,2011-10-04,Rather not say,mascarenaseva@yahoo.com,mascarenaseva@yahoo.com,Caucásica/o,Caucásica/o,Caucásica/o,Protestante/Cristiano evangélico,Cinco,29637,Falso,660,Tijuana,Straight or heterosexual,Identifies as Female,CAÑÓN DEL PADRE,Francisco,México
Español,Renata,Guadalupe,ROJANO,1965-07-30,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC299752484,91247272189,Gestor de aduana,+52(664)4099432,+52(664)6312860,+52(664)5289541,+52(664)9881245,Separad@,,2007-08-30,Female,omar96@gmail.com,omar96@gmail.com,Mestiza/o,Mestiza/o,Mestiza/o,Católica,Cuatro,29637,Verdadero,661,Tijuana,"Lesbian, gay or homosexual","Additional gender category or other, please specify",CAÑÓN DEL PADRE,Renata,México
Español,Ramon,Jose,QUISTIANO,1996-12-20,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC810400260,66986359009,Director de servicios de tecnología de la información y las comunicaciones,+52(664)9995596,+52(664)5618425,+52(664)6443065,+52(664)3167448,Solter@,,2020-06-27,Rather not say,emoreno@gmail.com,emoreno@gmail.com,Caucásica/o,Caucásica/o,Caucásica/o,Sin religión,Tres,29637,Falso,662,Tijuana,Straight or heterosexual,"Additional gender category or other, please specify",CAÑÓN DEL PADRE,Ramon,México
Español,Angel,Felipe,CELIS,2003-05-31,PARÍS1650,22054,Tijuana,Baja California,MEX,BC205012633,58171659038,Operador de telar y otras máquinas tejedoras,+52(664)5126301,+52(664)4646636,+52(664)9582266,+52(664)1845085,UniÃ³n libre,,2001-07-29,Rather not say,rhenriquez@gmail.com,rhenriquez@gmail.com,Mestiza/o,Mestiza/o,Mestiza/o,Otras religiones,Tres,29637,Falso,663,Tijuana,Bisexual,"Genderqueer, neither exclusively male nor female",CAÑÓN ALTAMIRA GUERRERO,Angel,México
Español,Mateo,Jose,ESCORZA,1989-10-17,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC223676998,78362975142,"Gerente de sucursales de bancos, de servicios financieros y de seguros",+52(664)6586684,+52(664)3341477,+52(664)9830279,+52(664)1860754,Casad@,,2015-06-20,Rather not say,mauro90@yahoo.com,mauro90@yahoo.com,Afrodescendiente,Afrodescendiente,Afrodescendiente,Otras religiones,Tres,29637,Verdadero,664,Tijuana,"Something else, please describe","Additional gender category or other, please specify",CAÑÓN DEL PADRE,Mateo,México
Español,Carlos,Gabriel,AYAPANTECATL,2004-08-06,PARÍS1650,22054,Tijuana,Baja California,MEX,BC179496116,63916018862,Técnico en redes y sistemas de computadores,+52(664)2257754,+52(664)5338682,+52(664)7053547,+52(664)1319943,Divorciad@,,2007-02-10,Male,riveroisabel@hotmail.com,riveroisabel@hotmail.com,Indígena,Indígena,Indígena,Otras religiones,Cuatro,29637,Verdadero,665,Tijuana,"Something else, please describe",Female-to-Male (FTM)/Transgender Male/Trans Man,CAÑÓN ALTAMIRA GUERRERO,Carlos,México
Español,Luis,Angel,ALTA,1990-01-22,PARÍS1650,22054,Tijuana,Baja California,MEX,BC240824798,99265466492,Pulidor de vidrio,+52(664)2558806,+52(664)7020328,+52(664)2735539,+52(664)7065438,UniÃ³n libre,,2020-08-10,Rather not say,renteriamariano@hotmail.com,renteriamariano@hotmail.com,Indígena,Indígena,Indígena,Católica,Cinco,29637,Verdadero,666,Tijuana,"Lesbian, gay or homosexual",Female-to-Male (FTM)/Transgender Male/Trans Man,CAÑÓN ALTAMIRA GUERRERO,Angel,México
Español,Xiomara,Esmeralda,HERNANDO,1970-06-23,PARÍS1650,22054,Tijuana,Baja California,MEX,BC562130676,07236239963,Instructor de educación física y actividades recreativas,+52(664)6248041,+52(664)6023163,+52(664)5007786,+52(664)2082312,Solter@,,2010-10-25,Female,rufino34@yahoo.com,rufino34@yahoo.com,Indígena,Indígena,Indígena,Sin religión,Cinco,29637,Verdadero,667,Tijuana,"Lesbian, gay or homosexual",Male-to-Female (MTF)/Transgender Female/Trans Woman,CAÑÓN ALTAMIRA GUERRERO,Esmeralda,México
Español,Ana,Victoria,PRIOR,1977-01-30,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC638645150,29049936213,"Director de empresas de abastecimiento, distribución y afines",+52(664)4524695,+52(664)1355058,+52(664)6002032,+52(664)4385268,Viud@,,2018-01-12,Female,folvera@gmail.com,folvera@gmail.com,Afrodescendiente,Afrodescendiente,Afrodescendiente,Sin adscripción religiosa (creyente),Tres,29637,Falso,668,Tijuana,Straight or heterosexual,"Additional gender category or other, please specify",CAÑÓN DEL PADRE,Victoria,México
Español,Angel,Luciano,PEBA,2003-07-25,PARÍS1650,22054,Tijuana,Baja California,MEX,BC545968541,66953231744,Orfebre,+52(664)8342734,+52(664)5980087,+52(664)2483570,+52(664)7527496,Separad@ legalmente,,2017-03-04,Rather not say,cepedaruby@hotmail.com,cepedaruby@hotmail.com,Afrodescendiente,Afrodescendiente,Afrodescendiente,Católica,Cinco,29637,Verdadero,669,Tijuana,"Lesbian, gay or homosexual",Identifies as Female,CAÑÓN ALTAMIRA GUERRERO,Luciano,México
Español,Alexa,Vanessa,REMENTERIA,1964-09-13,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC612344943,35629634037,Director de recursos humanos,+52(664)9626326,+52(664)3971360,+52(664)9855138,+52(664)9167737,Separad@,,2003-08-22,Rather not say,ktorres@gmail.com,ktorres@gmail.com,Afrodescendiente,Afrodescendiente,Afrodescendiente,Protestante/Cristiano evangélico,Cuatro,29637,Falso,670,Tijuana,"Lesbian, gay or homosexual",Identifies as Female,CAÑÓN DEL PADRE,Alexa,México
Español,Luis,Osvaldo,TLALPA,1997-11-19,PARÍS1650,22054,Tijuana,Baja California,MEX,BC103334211,12407550701,Operador de máquinas para fabricar productos de material plástico,+52(664)8460702,+52(664)2711018,+52(664)5611255,+52(664)7139248,Separad@ legalmente,,2017-03-31,Rather not say,orolon@yahoo.com,orolon@yahoo.com,Indígena,Indígena,Indígena,Otras religiones,Cinco,29637,Verdadero,671,Tijuana,"Lesbian, gay or homosexual","Additional gender category or other, please specify",CAÑÓN ALTAMIRA GUERRERO,Osvaldo,México
Español,Angelica,Mia,GUAPO,1956-03-24,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC210286987,41249913462,Director de explotaciones de minería,+52(664)4038870,+52(664)2209085,+52(664)4930148,+52(664)5776022,Separad@ legalmente,,2000-04-18,Female,arroyomaria-teresa@gmail.com,arroyomaria-teresa@gmail.com,Mestiza/o,Mestiza/o,Mestiza/o,Sin religión,Cuatro,29637,Falso,672,Tijuana,Bisexual,Identifies as Male,CAÑÓN DEL PADRE,Mia,México
Español,Eva,Danna,FAVILA,1963-10-17,PARÍS1650,22054,Tijuana,Baja California,MEX,BC036332530,60781856590,Operador de máquinas de tratamiento de pieles y cueros,+52(664)5977373,+52(664)5543824,+52(664)3346918,+52(664)5432030,Solter@,,2008-12-06,Rather not say,jcamacho@hotmail.com,jcamacho@hotmail.com,Indígena,Indígena,Indígena,Católica,Tres,29637,Falso,673,Tijuana,Bisexual,"Additional gender category or other, please specify",CAÑÓN ALTAMIRA GUERRERO,Danna,México
Español,Tadeo,Liam,ESPA!A,1967-07-12,PARÍS1650,22054,Tijuana,Baja California,MEX,BC645419097,88124152773,Recolector de dinero en aparatos de venta automática y lector de medidores,+52(664)2133998,+52(664)5268453,+52(664)5139265,+52(664)6070296,Solter@,,2019-06-26,Rather not say,violeta84@gmail.com,violeta84@gmail.com,Caucásica/o,Caucásica/o,Caucásica/o,Católica,Cuatro,29637,Verdadero,674,Tijuana,Bisexual,"Genderqueer, neither exclusively male nor female",CAÑÓN ALTAMIRA GUERRERO,Liam,México
Español,Damian,Mateo,CHAPULA,1954-11-06,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC043675968,10102321543,Artesano,+52(664)9497013,+52(664)8514617,+52(664)9333421,+52(664)4912444,Solter@,,2020-12-21,Rather not say,tdel-valle@yahoo.com,tdel-valle@yahoo.com,Caucásica/o,Caucásica/o,Caucásica/o,Otras religiones,Cuatro,29637,Verdadero,675,Tijuana,Straight or heterosexual,Identifies as Female,CAÑÓN DEL PADRE,Mateo,México
Español,Axel,Iker,MICHACA,1953-05-26,PARÍS1650,22054,Tijuana,Baja California,MEX,BC659214584,22261494920,Carpintero,+52(664)3442823,+52(664)2329108,+52(664)4537765,+52(664)6269337,Separad@,,2006-05-02,Male,pamelabarrios@hotmail.com,pamelabarrios@hotmail.com,Caucásica/o,Caucásica/o,Caucásica/o,Católica,Cinco,29637,Falso,676,Tijuana,"Lesbian, gay or homosexual",Identifies as Male,CAÑÓN ALTAMIRA GUERRERO,Axel,México
Español,Tadeo,Jose,PINEDA,1956-08-07,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC572133951,31979940413,Técnico en química industrial,+52(664)6508890,+52(664)6902371,+52(664)4489281,+52(664)2958498,UniÃ³n libre,,2007-04-16,Male,fernando13@yahoo.com,fernando13@yahoo.com,Mestiza/o,Mestiza/o,Mestiza/o,Otras religiones,Cinco,29637,Falso,677,Tijuana,Straight or heterosexual,"Additional gender category or other, please specify",CAÑÓN DEL PADRE,Tadeo,México
